row_index,utterance_id,source_record_id,timestamp,label,split,Dialogue_ID,Utterance_ID,policy_mode,seed,action_before_fault,action,action_flip_fault_injected,unauthorized_invoke_fault_injected,fault_injected,run_id,configuration_id,execution_instance_id,replay_point_id,correlation_id,authorized_to_generate,generation_invoked,unauthorized_invocation,receipt_fault_mode,receipt_fault_injected,response_safety,response_json,state_exists,state_size_bytes,state_loading_ms,policy_inference_ms,gating_ms,generation_stub_ms,logging_ms,total_latency_ms
0,metropt3_00000000,metropt3_00000000,2020-02-01 00:00:00,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,0:metropt3_00000000,813deb03cfb5180abec56c70e7a540e5,0,0,0,clean,0,not_invoked,,0,0,0.005800000508315861,0.0013999997463542968,0.000200001522898674,0.006399997801054269,0.00670000008540228,0.03590000051190145
1,metropt3_00000750,metropt3_00000750,2020-02-01 00:12:23,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,1:metropt3_00000750,a30a44227ed5ea44939b2225cab122f9,0,0,0,clean,0,not_invoked,,0,0,0.0017000020307023078,0.0005000001692678779,0.000200001522898674,0.0037999998312443495,0.0036000019463244826,0.017000002117129043
2,metropt3_00001510,metropt3_00001510,2020-02-01 00:24:57,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,2:metropt3_00001510,77d933d2a1170cc5a98866785aa09aa9,0,0,0,clean,0,not_invoked,,0,0,0.0012000018614344299,0.000400003045797348,0.000200001522898674,0.0031999989005271345,0.0030000010156072676,0.013900000340072438
3,metropt3_00002270,metropt3_00002270,2020-02-01 00:37:30,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,3:metropt3_00002270,d72d872f3ae8e7901daa50015183f062,0,0,0,clean,0,not_invoked,,0,0,0.0011000010999850929,0.000300002284348011,0.00019999788491986692,0.0029000002541579306,0.0026000016077887267,0.012700002116616815
4,metropt3_00003030,metropt3_00003030,2020-02-01 00:50:03,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,4:metropt3_00003030,cf420fc45aa82af15a867a9782ab0622,0,0,0,clean,0,not_invoked,,0,0,0.0008999995770864189,0.0002999986463692039,0.000200001522898674,0.0029000002541579306,0.0026000016077887267,0.012099997547920793
5,metropt3_00003790,metropt3_00003790,2020-02-01 01:02:36,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,5:metropt3_00003790,b75d6348cbb55fd1b4c4e5116e175702,0,0,0,clean,0,not_invoked,,0,0,0.0008999995770864189,0.000300002284348011,0.000100000761449337,0.0026999987312592566,0.0025000008463393897,0.01170000177808106
6,metropt3_00004550,metropt3_00004550,2020-02-01 01:15:09,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,6:metropt3_00004550,94e347999ce23315f1168d8ff41a57ca,0,0,0,clean,0,not_invoked,,0,0,0.000800002453615889,0.000400003045797348,0.000100000761449337,0.0027999994927085936,0.0024999972083605826,0.011699998140102252
7,metropt3_00005300,metropt3_00005300,2020-02-01 01:27:33,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,7:metropt3_00005300,d70efe73edea26cb813356ef8738df76,0,0,0,clean,0,not_invoked,,0,0,0.0008999995770864189,0.000300002284348011,0.000100000761449337,0.0026999987312592566,0.0025000008463393897,0.011600001016631722
8,metropt3_00006060,metropt3_00006060,2020-02-01 01:40:06,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,8:metropt3_00006060,f07419ee49928e6b4e701489da81f4fb,0,0,0,clean,0,not_invoked,,0,0,0.0008999995770864189,0.000300002284348011,0.00019999788491986692,0.0027999994927085936,0.0025000008463393897,0.011699998140102252
9,metropt3_00006820,metropt3_00006820,2020-02-01 01:52:39,control_signal_inactive,secondary_validation,,,never,3,0,0,0,0,0,rbpg-08cdffdfb6f37cf175ed259f,rbpg-08cdffdfb6f37cf175ed259f,rbpg-exec-9474f1a5ecdb44449a46d26a45681af8,9:metropt3_00006820,0e1b789dd09863539e9af710b534ebb7,0,0,0,clean,0,not_invoked,,0,0,0.0008999995770864189,0.0002999986463692039,0.000100000761449337,0.0029000002541579306,0.0024999972083605826,0.012000000424450263
